0.0,0.0,0.0,0.0
-Infinity,-Infinity,Infinity,Infinity
-Infinity,-Infinity,1009.8978285844737,Infinity
1009.8978285844737,-Infinity,Infinity,Infinity
-Infinity,-Infinity,510.07862143991724,Infinity
510.07862143991724,-Infinity,1009.8978285844737,Infinity
1009.8978285844737,-Infinity,1510.3407722093575,Infinity
1510.3407722093575,-Infinity,Infinity,Infinity
-Infinity,-Infinity,260.02725431906583,Infinity
260.02725431906583,-Infinity,510.07862143991724,Infinity
510.07862143991724,-Infinity,760.031207961711,Infinity
760.031207961711,-Infinity,1009.8978285844737,Infinity
1009.8978285844737,-Infinity,1259.9668373999189,Infinity
1259.9668373999189,-Infinity,1510.3407722093575,Infinity
1510.3407722093575,-Infinity,1759.9721351442608,Infinity
1759.9721351442608,-Infinity,Infinity,Infinity
-Infinity,-Infinity,139.2690775963943,Infinity
139.2690775963943,-Infinity,260.02725431906583,Infinity
260.02725431906583,-Infinity,380.6822754473462,Infinity
380.6822754473462,-Infinity,510.07862143991724,Infinity
510.07862143991724,-Infinity,639.2780863754058,Infinity
639.2780863754058,-Infinity,760.031207961711,Infinity
760.031207961711,-Infinity,880.672945861963,Infinity
880.672945861963,-Infinity,1009.8978285844737,Infinity
1009.8978285844737,-Infinity,1139.2792776418528,Infinity
1139.2792776418528,-Infinity,1259.9668373999189,Infinity
1259.9668373999189,-Infinity,1380.6998162596108,Infinity
1380.6998162596108,-Infinity,1510.3407722093575,Infinity
1510.3407722093575,-Infinity,1639.2925111261832,Infinity
1639.2925111261832,-Infinity,1759.9721351442608,Infinity
1759.9721351442608,-Infinity,1880.6546302316845,Infinity
1880.6546302316845,-Infinity,Infinity,Infinity
-Infinity,-Infinity,139.2690775963943,109.75788992946627
-Infinity,109.75788992946627,139.2690775963943,Infinity
139.2690775963943,-Infinity,260.02725431906583,102.39151426107762
139.2690775963943,102.39151426107762,260.02725431906583,Infinity
260.02725431906583,-Infinity,380.6822754473462,117.54715790393851
260.02725431906583,117.54715790393851,380.6822754473462,Infinity
380.6822754473462,-Infinity,510.07862143991724,102.41205005961213
380.6822754473462,102.41205005961213,510.07862143991724,Infinity
510.07862143991724,-Infinity,639.2780863754058,102.3983581407782
510.07862143991724,102.3983581407782,639.2780863754058,Infinity
639.2780863754058,-Infinity,760.031207961711,117.87041055982431
639.2780863754058,117.87041055982431,760.031207961711,Infinity
760.031207961711,-Infinity,880.672945861963,117.89783503870714
760.031207961711,117.89783503870714,880.672945861963,Infinity
880.672945861963,-Infinity,1009.8978285844737,102.19919402950686
880.672945861963,102.19919402950686,1009.8978285844737,Infinity
1009.8978285844737,-Infinity,1139.2792776418528,117.98947341001644
1009.8978285844737,117.98947341001644,1139.2792776418528,Infinity
1139.2792776418528,-Infinity,1259.9668373999189,101.87298376774581
1139.2792776418528,101.87298376774581,1259.9668373999189,Infinity
1259.9668373999189,-Infinity,1380.6998162596108,117.77810220766565
1259.9668373999189,117.77810220766565,1380.6998162596108,Infinity
1380.6998162596108,-Infinity,1510.3407722093575,117.20061957852948
